First Name,Last Name,Height,Nationality,Favorite Icecream,Like Liquorice,Times Been to Italy,First Time London,Steps per Day
Shelley,Blackburn,139.73,Canada,Vanilla,0,2,0,8496.0
Kristen,Barton,190.92,Brazil,Strawberry,0,1,1,1878.0
Bethany,Gill,164.05,Italy,Chocolate,1,6,1,15887.0
Melinda,Bowen,161.73,Germany,Vanilla,0,0,1,17770.0
Brad,Duran,166.95,USA,Mint,1,5,0,11537.0
Taylor,Morton,195.94,Sweden,Stracciatella,1,3,0,13605.0
Joshua,Young,140.78,Italy,Stracciatella,0,3,0,5491.0
Rebecca,Stone,164.37,Japan,Mint,0,2,0,4942.0
Kathleen,Edwards,197.09,UK,Pistachio,1,2,1,14203.0
Debbie,Jefferson,136.66,UK,Stracciatella,1,2,1,4409.0
Dustin,Flynn,170.82,Germany,Vanilla,1,3,0,6194.0
Joshua,Atkinson,174.85,USA,Stracciatella,0,3,0,7209.0
Virginia,Sosa,196.76,Canada,Stracciatella,1,2,0,9194.0
Vicki,Rose,174.02,Sweden,Vanilla,1,2,0,16635.0
Nathan,Woodard,163.46,France,Mint,0,5,0,13026.0
Dean,Hamilton,145.22,France,Pistachio,0,7,0,16233.0
Toni,Carrillo,188.16,Japan,Mint,1,3,1,3862.0
Clinton,Garcia,149.53,Brazil,Chocolate,0,1,1,8092.0
Lacey,Ortiz,178.9,France,Vanilla,1,1,0,9930.0
Gene,Charles,176.47,UK,Chocolate,1,3,0,8705.0
Jay,Ewing,163.41,Canada,Pistachio,0,5,0,2574.0
Andrea,Chandler,150.44,Brazil,Pistachio,0,5,0,12222.0
Alejandra,Everett,168.79,Japan,Mint,1,0,0,14390.0
Charlene,Stewart,143.98,Finland,Stracciatella,0,0,1,6375.0
Miranda,Jimenez,146.05,China,Strawberry,0,6,0,15296.0
Gordon,Simon,168.78,Australia,Strawberry,0,5,1,11549.0
Debra,Bowen,147.05,Japan,Strawberry,1,2,1,9832.0
Victor,Ross,188.99,Canada,Vanilla,0,3,0,8361.0
Taylor,Stein,145.69,Australia,Pistachio,1,4,1,12195.0
Brian,Rosario,151.23,Canada,Strawberry,0,4,0,3257.0
Christopher,Mcmahon,192.04,Canada,Vanilla,1,6,1,17547.0
Fernando,Wade,153.89,Canada,Chocolate,1,7,0,9079.0
Yvette,Durham,184.92,Brazil,Vanilla,0,6,1,15522.0
Stephanie,Herrera,165.77,Brazil,Mint,0,2,1,5102.0
Suzanne,Ayala,183.81,UK,Vanilla,1,1,1,4267.0
Brandon,Lawrence,193.24,Norway,Pistachio,1,6,1,4196.0
Alex,Cline,189.2,USA,Vanilla,1,5,1,1363.0
Harry,Ware,200.75,Japan,Mint,0,6,1,17328.0
Madison,Durham,193.97,Italy,Pistachio,0,1,1,15261.0
Anthony,Norman,153.74,Denmark,Strawberry,0,1,1,9172.0
Allison,Lynch,158.91,Italy,Pistachio,1,4,0,1619.0
Shelby,Page,160.3,Japan,Chocolate,0,0,0,16438.0
Alejandro,Berry,140.94,UK,Pistachio,0,6,0,16441.0
Todd,Webster,165.62,Canada,Mint,1,5,0,11497.0
Kelsey,Wise,165.49,Norway,Pistachio,0,7,0,13742.0
Laurie,Strickland,188.2,Denmark,Pistachio,1,0,0,2236.0
Dawn,Phillips,164.57,Brazil,Stracciatella,0,6,1,16104.0
Arthur,Dean,160.55,Australia,Chocolate,0,4,0,11965.0
Barbara,Berry,179.61,Brazil,Vanilla,1,7,0,7311.0
Shawn,Phillips,154.99,Brazil,Pistachio,1,4,1,12972.0
Carolyn,Luna,190.47,Italy,Pistachio,1,6,0,12111.0
Jackson,Manning,200.72,Canada,Strawberry,0,2,0,2846.0
Annette,Riggs,172.13,Germany,Stracciatella,1,6,0,1650.0
Lindsay,Brock,163.71,Norway,Chocolate,1,1,1,10015.0
Patrick,Morgan,173.34,Japan,Strawberry,0,2,0,5273.0
Andre,Kelley,154.88,Denmark,Stracciatella,0,1,0,5228.0
Melanie,Mcdaniel,144.91,Australia,Strawberry,1,7,0,14990.0
Robert,Avery,174.26,Brazil,Mint,1,2,1,12496.0
Martha,Briggs,138.29,Sweden,Mint,1,2,1,2904.0
Joel,Stanley,193.93,Finland,Vanilla,0,6,1,13444.0
Alexis,Rice,196.53,Germany,Stracciatella,0,5,1,7277.0
Samuel,Powell,190.05,Japan,Chocolate,0,6,0,11977.0
Elizabeth,Cox,180.73,Norway,Chocolate,0,3,1,8938.0
Molly,Krause,180.63,UK,Chocolate,0,5,0,12379.0
Laurie,Blevins,148.94,UK,Pistachio,0,0,1,2885.0
Melvin,Leach,172.88,UK,Pistachio,1,3,1,3350.0
Jeffrey,Cruz,169.48,China,Strawberry,1,1,1,14251.0
Shelley,Cordova,192.46,Denmark,Vanilla,1,6,1,11307.0
Danielle,Martinez,190.44,Canada,Chocolate,1,5,0,5500.0
Lawrence,Keith,178.4,Sweden,Strawberry,0,3,0,13715.0
Erica,Stephens,167.24,USA,Chocolate,0,4,0,15179.0
Morgan,Martin,193.77,USA,Stracciatella,1,2,1,1376.0
Edward,Parsons,149.25,China,Stracciatella,0,0,0,5856.0
Sean,Ellis,161.8,Norway,Pistachio,1,1,0,6393.0
Meredith,Nguyen,158.21,Finland,Stracciatella,0,3,0,3926.0
Andre,Garcia,160.83,Finland,Vanilla,0,1,0,15429.0
Adrian,Palmer,201.94,USA,Stracciatella,1,1,0,17291.0
Samantha,Stewart,146.71,USA,Strawberry,0,1,0,12516.0
Kara,Cantrell,147.86,USA,Chocolate,1,0,0,16269.0
Betty,Cox,159.14,Australia,Mint,1,7,1,17970.0
Shelley,Berg,195.95,China,Strawberry,1,5,0,7710.0
Marcia,Sandoval,194.52,China,Mint,0,1,0,15236.0
Tanya,Berg,175.6,USA,Stracciatella,1,6,0,12882.0
Brad,Fletcher,202.74,Japan,Mint,0,2,0,13118.0
Arthur,Decker,142.29,Australia,Chocolate,1,3,1,17901.0
Neil,Saunders,149.0,Canada,Stracciatella,0,0,1,7415.0
Donna,Carlson,160.11,China,Chocolate,0,5,1,5211.0
Tonya,Clarke,154.46,Germany,Pistachio,0,1,0,9178.0
Renee,Berger,163.16,Brazil,Mint,1,4,0,7177.0
Elaine,Stanton,138.89,USA,Chocolate,0,1,1,6809.0
Ronald,Branch,159.25,Japan,Pistachio,1,4,0,16100.0
Amy,Lee,183.66,Japan,Mint,1,4,0,16032.0
Jane,Medina,160.52,Sweden,Stracciatella,1,4,1,3317.0
Peter,Mejia,202.44,USA,Pistachio,0,2,0,15398.0
Taylor,Robbins,143.8,USA,Chocolate,1,1,1,1877.0
Charles,Black,138.41,China,Pistachio,1,0,1,11299.0
Zachary,Mooney,155.1,Italy,Strawberry,1,1,1,5201.0
Julia,Bishop,168.37,Japan,Stracciatella,0,4,0,1716.0
Sean,Holt,166.2,Japan,Chocolate,0,1,0,12484.0
Shari,Rowe,151.61,Germany,Chocolate,1,1,1,15786.0
Katie,Jefferson,178.9,Germany,Mint,1,4,0,10002.0
Maria,Palmer,186.88,Japan,Stracciatella,0,1,1,9731.0
Roberto,Hardin,150.53,Sweden,Vanilla,1,1,0,8504.0
Carmen,Woods,158.81,Australia,Chocolate,1,4,0,14836.0
Philip,Ayers,146.46,Canada,Stracciatella,1,3,0,8614.0
Nicole,Mejia,138.13,Australia,Stracciatella,0,5,0,3325.0
Philip,Houston,137.3,Japan,Vanilla,0,5,0,3496.0
Ruth,Day,200.57,Canada,Strawberry,1,4,0,10440.0
Wendy,Schultz,158.88,Brazil,Vanilla,0,7,0,6377.0
Connie,Wolf,145.65,Finland,Vanilla,0,6,1,14834.0
Mark,Jordan,199.27,UK,Pistachio,1,4,1,10183.0
Cory,Malone,157.57,Germany,Mint,1,2,0,2128.0
Sara,Clark,189.43,Sweden,Mint,1,6,0,5966.0
Danielle,Horn,202.17,France,Chocolate,1,5,0,1920.0
Christina,Ochoa,197.33,Canada,Pistachio,1,1,0,13639.0
Heidi,Ayers,157.0,Canada,Stracciatella,1,0,0,4829.0
Claudia,Preston,136.69,Finland,Mint,1,6,0,12787.0
Erica,Harper,179.29,Canada,Pistachio,1,0,0,13978.0
Kelsey,Petty,166.46,Denmark,Pistachio,1,1,0,13600.0
Sharon,Davidson,188.52,France,Vanilla,0,7,0,15002.0
Colleen,Harris,165.54,UK,Stracciatella,1,7,1,10112.0
Jason,Reed,199.21,Japan,Chocolate,1,2,1,7032.0
Scott,Higgins,149.62,Canada,Mint,1,0,1,5179.0
Sara,Friedman,164.45,USA,Mint,0,6,0,15707.0
Joan,Allen,180.66,Brazil,Stracciatella,0,2,1,13733.0
Margaret,Ware,164.67,France,Vanilla,1,7,1,4803.0
Cassandra,Higgins,156.14,Canada,Vanilla,1,1,0,17986.0
Christy,Mcbride,200.83,UK,Stracciatella,1,4,1,11976.0
Adam,Vargas,201.35,China,Chocolate,0,2,0,8408.0
Margaret,Roth,184.54,China,Stracciatella,1,4,1,12851.0
Kara,Harding,166.0,China,Chocolate,0,0,0,4594.0
Austin,Cantu,180.43,Italy,Pistachio,1,2,0,7308.0
Lars,Wong,167.08,France,Vanilla,0,7,0,9289.0
Ian,Leon,201.72,USA,Chocolate,0,2,0,9958.0
Patricia,Kelly,154.52,Sweden,Pistachio,0,4,0,16435.0
Janet,Knox,198.59,Germany,Chocolate,0,6,1,12651.0
Molly,Brown,194.78,China,Vanilla,1,3,1,11540.0
Erik,Mendez,168.5,China,Chocolate,0,5,0,8090.0
Zachary,Herrera,139.61,Sweden,Chocolate,0,4,0,6045.0
Andrew,Craig,186.92,China,Pistachio,1,0,0,2388.0
Jason,Kerr,184.28,Norway,Chocolate,0,5,1,13988.0
Eddie,Murray,157.23,Finland,Pistachio,1,0,1,8457.0
Megan,Romero,196.6,Canada,Strawberry,0,1,0,17122.0
Kristen,Richardson,198.41,Canada,Mint,1,4,1,9601.0
Stefanie,May,176.52,Italy,Pistachio,1,7,1,4568.0
Kimberly,Daniel,164.22,Germany,Vanilla,1,7,0,11041.0
Shannon,Dennis,148.12,USA,Mint,0,0,0,3336.0
Diana,Rice,156.46,China,Chocolate,0,7,0,8077.0
Collin,Peters,149.46,Japan,Vanilla,1,5,0,16092.0
Kimberly,Lee,164.31,Australia,Mint,1,1,1,17667.0
Gordon,Jimenez,140.33,Brazil,Strawberry,0,7,0,11215.0
Savannah,Stewart,196.24,Canada,Chocolate,1,7,0,11884.0
Gary,Williams,144.89,Germany,Mint,0,1,0,14926.0
Barbara,Rojas,155.99,Canada,Stracciatella,0,2,0,16644.0
Curtis,Young,156.28,Denmark,Strawberry,0,4,1,12623.0
Savannah,Phillips,137.45,Germany,Pistachio,0,0,0,9532.0
Albert,Hanson,153.71,Australia,Stracciatella,0,0,1,15916.0
Cameron,Aguilar,193.92,Sweden,Chocolate,0,3,1,17365.0
Melanie,Graves,180.77,Japan,Strawberry,0,1,0,6400.0
Regina,Hernandez,137.68,Denmark,Vanilla,1,0,1,11547.0
Lisa,Lopez,138.77,Germany,Pistachio,1,0,0,17813.0
Dawn,Ochoa,150.91,Japan,Pistachio,1,1,0,16205.0
Miranda,Moran,192.9,Sweden,Vanilla,1,3,1,2771.0
Corey,Carr,160.86,USA,Strawberry,1,7,0,12207.0
Ann,Bell,141.13,Germany,Chocolate,0,6,1,8252.0
Sheena,Mack,196.61,Canada,Vanilla,0,3,0,10848.0
Katelyn,Rangel,140.73,Finland,Strawberry,0,0,0,3726.0
Connie,Allen,179.95,Japan,Strawberry,1,3,1,10439.0
Collin,Kim,162.22,Canada,Strawberry,0,1,1,4276.0
Sarah,Ho,176.03,Sweden,Vanilla,0,6,0,10738.0
Jodi,Mendez,193.72,Canada,Mint,0,1,0,16507.0
Victor,Singh,172.66,Brazil,Strawberry,0,1,1,4455.0
Alexander,Cruz,166.15,Sweden,Chocolate,1,1,0,17784.0
Monique,Ortiz,164.93,Italy,Chocolate,0,1,1,17374.0
Richard,Tran,156.4,Australia,Mint,1,4,1,14827.0
Linda,Diaz,174.6,Germany,Pistachio,0,1,1,10980.0
Frank,Sharp,184.11,Sweden,Chocolate,1,5,0,9285.0
Jeanette,Quinn,160.57,UK,Chocolate,1,4,0,11281.0
Troy,Baker,168.89,Finland,Stracciatella,0,0,0,2009.0
Colleen,Chandler,149.29,UK,Strawberry,0,5,1,9094.0
Joan,Wheeler,186.27,Brazil,Chocolate,1,4,1,12045.0
April,Duke,148.32,Canada,Vanilla,1,0,0,12309.0
Dillon,Melton,139.27,Finland,Chocolate,1,3,1,7781.0
Jessica,Frazier,152.41,France,Strawberry,1,5,0,17343.0
Johnny,Gill,171.7,UK,Stracciatella,1,7,1,17508.0
Bryan,Torres,169.33,Canada,Mint,1,7,0,9317.0
Danielle,Strickland,184.28,Australia,Strawberry,1,3,1,10053.0
Andrew,Stephens,146.19,Japan,Pistachio,0,0,1,9509.0
Latoya,Cantrell,201.08,Australia,Strawberry,1,3,1,7495.0
Latoya,Clark,178.52,Germany,Stracciatella,0,4,1,7654.0
Neil,Hood,171.55,Finland,Strawberry,0,5,0,4293.0
Bryan,Petty,169.53,France,Strawberry,1,5,0,16940.0
Pamela,Ross,198.4,Italy,Pistachio,1,4,0,14492.0
Sheena,Pierce,149.81,Norway,Strawberry,1,1,0,6180.0
Caleb,Horn,157.78,Italy,Stracciatella,1,4,0,2918.0
Walter,Rose,172.37,China,Stracciatella,0,5,1,9049.0
Andre,Parker,147.82,USA,Stracciatella,0,1,1,13873.0
Edward,Garza,198.12,Japan,Pistachio,0,3,1,17698.0
Tracy,Robles,176.22,Australia,Pistachio,1,0,0,14697.0
Tanya,Barry,147.2,Brazil,Chocolate,0,3,0,7878.0
Cheryl,Collins,186.21,Italy,Chocolate,1,1,0,17264.0
Rodney,Bradley,147.2,Sweden,Vanilla,1,0,0,16843.0
Derek,Williams,188.55,Sweden,Mint,1,1,0,6040.0
Tammy,Orr,201.71,Japan,Pistachio,1,5,1,14433.0
Maria,Moyer,144.39,USA,Vanilla,0,7,0,7797.0
Daniel,Kline,155.46,Australia,Stracciatella,1,4,1,4744.0
Calvin,Harmon,159.19,Norway,Vanilla,1,7,1,16445.0
Sue,Hanson,151.99,Japan,Strawberry,0,6,0,1008.0
Lauren,Gonzalez,179.84,Sweden,Pistachio,1,5,1,8230.0
Jacob,Perry,201.81,Norway,Mint,1,1,1,16215.0
Susan,Diaz,199.43,Brazil,Mint,1,0,0,7756.0
Jessica,Steele,145.39,Norway,Mint,0,6,1,1571.0
Cristina,Zimmerman,138.26,USA,Chocolate,1,0,0,17727.0
Chris,Willis,162.32,Finland,Pistachio,1,5,1,10787.0
Rickey,May,173.99,Japan,Vanilla,0,2,1,16904.0
Brad,Hill,169.23,USA,Stracciatella,0,2,0,12440.0
Wendy,Navarro,181.39,Canada,Stracciatella,0,3,0,1801.0
Carl,Rowe,157.18,Brazil,Stracciatella,1,6,1,2609.0
Jonathon,Ferrell,185.35,Sweden,Vanilla,0,7,1,6480.0
Gina,Avery,160.17,Italy,Mint,1,4,0,16837.0
Adrian,Murphy,148.26,Sweden,Pistachio,1,3,1,2715.0
Charles,Romero,164.9,Canada,Strawberry,0,5,0,2134.0
Victoria,James,159.35,Canada,Chocolate,1,3,0,11853.0
Andre,Flores,171.6,China,Mint,0,2,1,4904.0
Nicole,Church,170.15,Sweden,Pistachio,1,6,0,13126.0
Miranda,Lloyd,161.57,Sweden,Stracciatella,1,7,0,8808.0
Charlene,Perry,169.63,Finland,Vanilla,0,7,1,18099.0
Dorothy,Stuart,161.62,Japan,Strawberry,0,6,1,8724.0
Bernard,Santos,201.86,Canada,Chocolate,0,0,0,11169.0
Derek,Farmer,138.0,Brazil,Mint,1,1,0,11347.0
Zoe,Roberts,162.01,Canada,Pistachio,1,4,0,2753.0
Carla,Moreno,163.7,UK,Stracciatella,0,0,1,2706.0
Leah,Phillips,165.08,France,Strawberry,0,5,0,13797.0
Lucas,Pena,166.59,Sweden,Stracciatella,1,2,0,8795.0
Joan,Landry,161.51,France,Stracciatella,0,7,0,12711.0
Phillip,Gilmore,147.21,Denmark,Vanilla,0,0,0,3411.0
Chris,Freeman,163.21,France,Stracciatella,1,5,1,17583.0
Holly,Stephens,166.44,Norway,Vanilla,1,7,1,8535.0
Cheryl,Lang,159.86,Australia,Vanilla,0,0,0,3091.0
Sheena,Reid,150.15,Germany,Pistachio,1,0,0,14062.0
Caroline,Frederick,172.76,Norway,Chocolate,1,5,1,13926.0
Lauren,Evans,148.56,Denmark,Stracciatella,1,0,0,7088.0
Tamara,Cross,150.83,Japan,Chocolate,1,5,1,14131.0
Caleb,Meza,160.11,China,Strawberry,1,4,1,11888.0
Jim,Woods,164.85,Brazil,Chocolate,1,7,0,14626.0
Donna,Cruz,167.61,France,Pistachio,0,0,0,13060.0
Bruce,Powers,188.3,Italy,Chocolate,0,6,1,16156.0
Benjamin,Smith,199.2,Germany,Mint,0,5,1,1175.0
Megan,Jackson,162.51,China,Vanilla,1,0,1,17988.0
Bernard,Christensen,183.58,Italy,Chocolate,1,7,1,2628.0
Donald,Roberts,197.08,Sweden,Chocolate,0,0,0,9875.0
Samantha,Serrano,166.82,Germany,Mint,1,7,1,10630.0
Daniel,Archer,158.15,Canada,Strawberry,1,3,0,13994.0
Jill,Alvarez,181.03,Finland,Vanilla,1,4,1,1395.0
Carlos,Friedman,162.59,Germany,Chocolate,1,7,0,12079.0
Sonia,Lowe,188.85,UK,Pistachio,1,3,1,4054.0
Stanley,Conley,195.08,France,Stracciatella,0,6,0,11095.0
Sarah,Lewis,187.29,Finland,Vanilla,0,2,0,4182.0
Kimberly,Hebert,174.41,UK,Vanilla,1,2,0,4712.0
Brooke,Dixon,172.79,Finland,Stracciatella,1,2,1,3388.0
Laura,Bryan,182.35,Japan,Chocolate,0,7,0,5869.0
Tracey,Mccoy,189.75,France,Pistachio,1,4,0,16716.0
Robert,Brown,202.48,Italy,Strawberry,1,6,1,15046.0
Evelyn,Peterson,182.23,Sweden,Pistachio,0,6,0,9802.0
Susan,Harris,140.54,Brazil,Mint,0,2,1,12854.0
Andre,Gilmore,161.46,Germany,Pistachio,0,6,0,9068.0
Mark,Hogan,190.28,Sweden,Pistachio,1,5,0,5796.0
Crystal,Briggs,165.98,UK,Pistachio,0,5,1,7649.0
Whitney,Griffith,167.48,Germany,Vanilla,0,7,1,7074.0
Jorge,Bowman,140.44,Germany,Pistachio,0,6,1,17074.0
Justin,Hanna,148.24,Finland,Vanilla,1,0,0,15741.0
Latoya,Gilmore,193.25,France,Stracciatella,1,7,1,11991.0
Denise,Perry,141.01,Denmark,Strawberry,1,4,0,17918.0
Cassie,Alexander,165.69,Finland,Chocolate,1,7,1,13964.0
Sharon,Vega,199.27,China,Pistachio,1,0,1,9810.0
Cole,Meadows,182.57,Denmark,Stracciatella,0,5,1,12545.0
Donald,Oliver,200.6,Denmark,Stracciatella,1,7,0,13455.0
Carolyn,Cantrell,160.92,China,Vanilla,1,5,0,10730.0
Priscilla,Oneill,140.51,Finland,Stracciatella,0,5,1,4450.0
Shelley,Weber,150.61,Italy,Vanilla,0,6,1,13087.0
Noah,Robinson,198.13,Norway,Chocolate,1,4,0,14340.0
Deanna,Young,168.92,Italy,Vanilla,0,2,1,15931.0
Cindy,Mcdonald,160.56,Canada,Vanilla,1,4,0,17105.0
Javier,Lester,169.09,Finland,Vanilla,0,0,0,6590.0
Alejandro,Cunningham,167.4,UK,Pistachio,0,1,1,14138.0
Cameron,Roach,153.46,Canada,Pistachio,0,3,0,4335.0
Teresa,Nash,140.04,Australia,Stracciatella,1,6,1,3897.0
Alexis,Petersen,156.52,Finland,Chocolate,1,6,1,2410.0
Renee,Peck,157.01,Japan,Strawberry,1,3,1,14084.0
Kathy,Hickman,198.9,UK,Mint,0,2,1,10309.0
Gail,Best,200.78,UK,Mint,0,0,0,5578.0
Roberto,Meyers,152.25,USA,Mint,1,6,1,1712.0
Vicki,Pruitt,176.22,Italy,Pistachio,0,6,0,3007.0
Savannah,Patterson,167.74,Norway,Stracciatella,1,3,1,16601.0
Sue,Bond,183.23,Canada,Stracciatella,1,7,0,13812.0
Hailey,Ray,189.61,USA,Vanilla,0,1,0,7514.0
Danielle,Mitchell,137.08,Italy,Strawberry,0,3,1,8699.0
Jackson,Schultz,148.06,Norway,Chocolate,0,3,1,4929.0
Brent,Benson,146.7,Brazil,Pistachio,0,6,0,9015.0
Nathan,Sweeney,188.86,USA,Chocolate,1,0,0,12511.0
Joe,Moreno,152.4,Italy,Pistachio,1,1,0,10949.0
Stefanie,Ortega,189.99,France,Stracciatella,0,6,0,16140.0
Kylie,Jackson,137.07,Italy,Chocolate,1,1,0,6763.0
Zachary,Duran,154.27,UK,Stracciatella,1,4,1,3765.0
Alexander,Alvarado,154.67,Canada,Pistachio,0,1,1,4077.0
Megan,Conley,148.93,Germany,Mint,1,3,1,17547.0
Glenda,Friedman,185.51,Japan,Stracciatella,0,6,0,14722.0
Sheryl,Tanner,180.02,USA,Mint,0,1,1,11050.0
Julian,Bender,159.4,China,Strawberry,0,3,0,8307.0
Brandi,Mitchell,136.89,France,Stracciatella,1,6,1,6415.0
Stanley,Boone,169.05,Japan,Pistachio,0,1,0,2132.0
Nichole,Alvarado,138.33,Australia,Strawberry,1,0,1,3575.0
Vincent,Orr,196.54,Brazil,Stracciatella,0,6,1,15900.0
Jeffrey,Palmer,136.67,Norway,Stracciatella,0,6,1,16302.0
Benjamin,Dunn,187.77,Sweden,Mint,0,1,0,16923.0
Christina,Carlson,184.92,France,Vanilla,0,3,0,10667.0
Tyler,Lee,188.19,Sweden,Mint,1,7,0,5579.0
Rodney,Frederick,191.1,Canada,Stracciatella,0,1,1,7648.0
Whitney,Brennan,176.76,Japan,Vanilla,0,2,0,11136.0
Jimmy,Lawrence,154.38,Germany,Stracciatella,1,3,0,2402.0
Whitney,Fernandez,182.85,USA,Mint,1,7,1,14271.0
Krystal,Murray,149.67,Brazil,Strawberry,1,2,0,14625.0
Breanna,Griffith,164.51,Canada,Mint,1,7,0,10153.0
Leslie,Contreras,162.79,Australia,Chocolate,1,0,0,5365.0
Derrick,George,164.97,China,Strawberry,1,0,0,10787.0
James,Parsons,158.73,China,Mint,0,7,0,15849.0
Phyllis,Golden,193.23,USA,Stracciatella,1,6,1,4356.0
Bethany,Lloyd,181.76,Germany,Pistachio,1,1,0,2465.0
Sheryl,Olson,195.31,Italy,Mint,1,6,1,3831.0
Martha,Stout,137.21,Japan,Chocolate,1,4,1,7110.0
Allen,Fletcher,201.54,USA,Chocolate,1,5,1,10276.0
Jennifer,Barton,169.21,Sweden,Vanilla,0,0,0,12483.0
Tracey,Ramsey,187.4,Japan,Mint,1,5,0,6532.0
Madison,Bruce,166.52,Brazil,Pistachio,0,1,1,13420.0
Gregg,Huynh,167.21,Finland,Chocolate,0,1,1,5935.0
Bradley,Kirk,173.41,USA,Strawberry,1,4,1,1748.0
Abigail,Gomez,198.12,France,Vanilla,0,0,0,10528.0
Chase,Cline,161.06,Italy,Vanilla,1,3,0,6988.0
Brittany,Dorsey,182.8,France,Chocolate,1,3,0,2203.0
Ellen,Klein,156.7,Canada,Stracciatella,0,1,0,9391.0
Wendy,Valdez,157.16,Italy,Vanilla,0,5,1,16183.0
Tyrone,Bennett,162.29,Japan,Vanilla,1,3,0,6236.0
Lawrence,Barnes,185.81,USA,Strawberry,1,3,0,10297.0
Thomas,Kline,165.99,Brazil,Chocolate,0,0,1,10450.0
Joan,Dougherty,164.35,Germany,Pistachio,0,2,1,6057.0
Heidi,Lynch,166.69,Denmark,Vanilla,0,0,0,2736.0
Jenny,Romero,194.28,UK,Vanilla,1,5,0,5217.0
Jessica,Frazier,137.43,China,Mint,1,5,0,2774.0
Molly,Farmer,188.76,Canada,Chocolate,1,1,0,11467.0
Alfred,Wu,149.81,Finland,Strawberry,1,3,1,2642.0
John,Rowland,171.99,Canada,Pistachio,0,7,0,8749.0
Courtney,Lloyd,187.89,Canada,Chocolate,0,1,1,2034.0
Shari,Gray,200.54,Japan,Mint,0,6,1,17429.0
Aaron,Hernandez,144.14,USA,Vanilla,1,4,0,4635.0
Dylan,Ferguson,152.57,Germany,Stracciatella,1,4,1,16304.0
Janice,Dennis,137.51,Italy,Pistachio,0,4,0,9507.0
Emily,Robbins,183.86,Sweden,Mint,0,6,1,15154.0
Jon,Fox,195.67,Sweden,Strawberry,0,4,0,5450.0
Michelle,Hart,201.16,Denmark,Strawberry,0,6,0,3423.0
Charles,Wu,193.6,China,Strawberry,1,5,1,14195.0
Roberto,Payne,152.92,Italy,Vanilla,1,1,1,6318.0
Kathy,Garcia,186.07,Sweden,Vanilla,1,5,0,13151.0
Krista,Bradley,188.4,Australia,Stracciatella,0,4,1,11588.0
Patrick,Walter,162.1,Australia,Pistachio,0,3,0,6288.0
Melissa,Wade,196.77,Australia,Vanilla,0,0,1,2298.0
Zachary,Berger,154.06,Canada,Stracciatella,0,2,0,16204.0
Marie,Harper,178.28,Australia,Mint,1,3,1,17829.0
Micheal,Frazier,163.9,Australia,Strawberry,1,7,0,5860.0
Tyler,Allison,183.01,China,Chocolate,1,4,1,12528.0
Evelyn,Harding,161.93,USA,Pistachio,0,5,1,2325.0
Joann,Villegas,200.18,Japan,Chocolate,0,7,1,12943.0
Donna,Cameron,153.84,USA,Mint,1,1,0,8759.0
Kylie,May,184.89,Germany,Strawberry,0,5,1,6051.0
Amanda,White,183.04,Denmark,Pistachio,1,0,1,1874.0
Jane,Ayers,164.01,Sweden,Chocolate,0,6,0,7009.0
Carl,Blackburn,184.18,USA,Pistachio,1,5,0,14680.0
Catherine,Archer,160.35,France,Stracciatella,0,0,1,8304.0
Andrea,Ryan,157.84,Italy,Vanilla,0,4,0,3247.0
Melinda,Valenzuela,157.17,Italy,Pistachio,0,3,1,3827.0
Kayla,Mckenzie,149.97,Sweden,Vanilla,0,7,1,11846.0
Crystal,Carr,160.56,UK,Stracciatella,0,6,0,8806.0
Steven,Rangel,172.72,Finland,Pistachio,1,4,0,10992.0
Jessica,Moreno,167.92,USA,Mint,1,4,1,1841.0
Erin,Preston,184.55,Germany,Mint,0,4,1,1416.0
Kayla,Hall,190.46,Australia,Vanilla,1,0,1,4347.0
Shari,Romero,149.7,Brazil,Stracciatella,0,0,1,4792.0
Stefanie,Larson,167.99,China,Strawberry,1,5,1,11861.0
Stephen,Howard,161.47,Germany,Stracciatella,1,2,0,14324.0
Glenda,Krause,183.6,Finland,Vanilla,1,6,0,11139.0
Linda,Farmer,151.01,Australia,Vanilla,0,5,0,6208.0
Amber,Willis,166.71,Norway,Strawberry,0,7,0,7477.0
Jeanette,Poole,146.5,Denmark,Strawberry,0,0,0,4694.0
Anthony,Kelley,162.24,Denmark,Mint,0,5,1,9115.0
Michelle,Hunter,183.74,Japan,Chocolate,0,7,1,13605.0
Cheryl,Lamb,165.24,France,Pistachio,1,1,1,17337.0
Jimmy,King,179.31,Denmark,Chocolate,1,5,0,7262.0
Tina,Sexton,157.09,France,Mint,1,4,0,14869.0
George,Mcconnell,173.44,Denmark,Chocolate,0,7,0,2716.0
Jonathon,Black,157.05,Finland,Chocolate,0,4,1,15358.0
Seth,Simpson,163.46,USA,Strawberry,1,2,1,4241.0
Michelle,Dougherty,181.22,Australia,Chocolate,1,7,0,5617.0
Kristen,Blevins,146.36,Italy,Chocolate,0,4,1,12926.0
Jeremy,Hunt,192.37,UK,Mint,0,6,1,13709.0
Jamie,Cameron,183.08,Italy,Mint,1,0,1,7876.0
Savannah,Walter,196.67,Canada,Strawberry,0,5,0,9364.0
Brittney,Spence,170.83,Germany,Pistachio,1,4,0,9869.0
Jason,Potter,163.26,Japan,Pistachio,0,1,1,17345.0
Victor,Alvarado,163.45,USA,Strawberry,1,5,1,2281.0
Derrick,Fernandez,149.62,Denmark,Strawberry,1,4,0,14423.0
